fecha_delito,num_delitos
2019-10-21,52
2019-10-22,28
2019-10-23,15
2019-10-24,28
2019-10-25,35
2019-10-26,24
2019-10-27,35
2019-10-28,29
2019-10-29,29
2019-10-30,36
2019-10-31,30
2019-11-01,30
2019-11-02,28
2019-11-03,24
2019-11-04,30
2019-11-05,18
2019-11-06,23
2019-11-07,34
2019-11-08,30
2019-11-09,33
2019-11-10,19
2019-11-11,28
2019-11-12,31
2019-11-13,28
2019-11-14,18
2019-11-15,26
2019-11-16,28
2019-11-17,25
2019-11-18,22
2019-11-19,42
2019-11-20,21
2019-11-21,25
2019-11-22,23
2019-11-23,24
2019-11-24,27
2019-11-25,31
2019-11-26,31
2019-11-27,28
2019-11-28,20
2019-11-29,31
2019-11-30,23
2019-12-01,28
2019-12-02,20
2019-12-03,30
2019-12-04,21
2019-12-05,31
2019-12-06,21
2019-12-07,24
2019-12-08,26
2019-12-09,36
2019-12-10,15
2019-12-11,26
2019-12-12,29
2019-12-13,32
2019-12-14,26
2019-12-15,31
2019-12-16,37
2019-12-17,31
2019-12-18,18
2019-12-19,19
2019-12-20,18
2019-12-21,26
2019-12-22,23
2019-12-23,28
2019-12-24,23
2019-12-25,26
2019-12-26,26
2019-12-27,24
2019-12-28,24
2019-12-29,31
2019-12-30,34
2019-12-31,23
2020-01-01,121
2020-01-02,104
2020-01-03,99
2020-01-04,98
2020-01-05,97
2020-01-06,103
2020-01-07,87
2020-01-08,93
2020-01-09,95
2020-01-10,100
2020-01-11,91
2020-01-12,79
2020-01-13,92
2020-01-14,93
2020-01-15,91
2020-01-16,96
2020-01-17,91
2020-01-18,110
2020-01-19,68
2020-01-20,125
2020-01-21,97
2020-01-22,94
2020-01-23,101
2020-01-24,83
2020-01-25,99
2020-01-26,83
2020-01-27,87
2020-01-28,85
2020-01-29,96
2020-01-30,88
2020-01-31,118
2020-02-01,114
2020-02-02,95
2020-02-03,79
2020-02-04,109
2020-02-05,74
2020-02-06,92
2020-02-07,122
2020-02-08,109
2020-02-09,108
2020-02-10,116
2020-02-11,113
2020-02-12,90
2020-02-13,111
2020-02-14,117
2020-02-15,107
2020-02-16,99
2020-02-17,116
2020-02-18,134
2020-02-19,100
2020-02-20,103
2020-02-21,113
2020-02-22,128
2020-02-23,91
2020-02-24,89
2020-02-25,116
2020-02-26,106
2020-02-27,122
2020-02-28,99
2020-02-29,130
2020-03-01,87
2020-03-02,104
2020-03-03,111
2020-03-04,110
2020-03-05,121
2020-03-06,110
2020-03-07,99
2020-03-08,97
2020-03-09,96
2020-03-10,104
2020-03-11,104
2020-03-12,100
2020-03-13,110
2020-03-14,90
2020-03-15,76
2020-03-16,92
2020-03-17,123
2020-03-18,113
2020-03-19,107
2020-03-20,114
2020-03-21,91
2020-03-22,77
2020-03-23,76
2020-03-24,85
2020-03-25,85
2020-03-26,73
2020-03-27,108
2020-03-28,82
2020-03-29,70
2020-03-30,78
2020-03-31,85
2020-04-01,101
2020-04-02,81
2020-04-03,104
2020-04-04,67
2020-04-05,74
2020-04-06,77
2020-04-07,102
2020-04-08,84
2020-04-09,59
2020-04-10,74
2020-04-11,78
2020-04-12,59
2020-04-13,89
2020-04-14,85
2020-04-15,75
2020-04-16,62
2020-04-17,93
2020-04-18,77
2020-04-19,61
2020-04-20,62
2020-04-21,104
2020-04-22,101
2020-04-23,77
2020-04-24,80
2020-04-25,62
2020-04-26,70
2020-04-27,77
2020-04-28,80
2020-04-29,66
2020-04-30,52
2020-05-01,60
2020-05-02,76
2020-05-03,51
2020-05-04,69
2020-05-05,76
2020-05-06,66
2020-05-07,74
2020-05-08,67
2020-05-09,75
2020-05-10,56
2020-05-11,61
2020-05-12,70
2020-05-13,75
2020-05-14,147
2020-05-15,76
2020-05-16,61
2020-05-17,64
2020-05-18,79
2020-05-19,89
2020-05-20,64
2020-05-21,92
2020-05-22,86
2020-05-23,68
2020-05-24,71
2020-05-25,74
2020-05-26,76
2020-05-27,71
2020-05-28,70
2020-05-29,81
2020-05-30,95
2020-05-31,66
2020-06-01,64
2020-06-02,70
2020-06-03,61
2020-06-04,76
2020-06-05,96
2020-06-06,83
2020-06-07,67
2020-06-08,96
2020-06-09,70
2020-06-10,93
2020-06-11,80
2020-06-12,86
2020-06-13,81
2020-06-14,58
2020-06-15,67
2020-06-16,59
2020-06-17,81
2020-06-18,73
2020-06-19,81
2020-06-20,77
2020-06-21,60
2020-06-22,86
2020-06-23,134
2020-06-24,83
2020-06-25,77
2020-06-26,88
2020-06-27,61
2020-06-28,67
2020-06-29,61
2020-06-30,95
2020-07-01,107
2020-07-02,76
2020-07-03,61
2020-07-04,87
2020-07-05,58
2020-07-06,67
2020-07-07,63
2020-07-08,87
2020-07-09,75
2020-07-10,88
2020-07-11,75
2020-07-12,53
2020-07-13,92
2020-07-14,71
2020-07-15,81
2020-07-16,84
2020-07-17,91
2020-07-18,74
2020-07-19,67
2020-07-20,89
2020-07-21,90
2020-07-22,92
2020-07-23,91
2020-07-24,105
2020-07-25,91
2020-07-26,75
2020-07-27,82
2020-07-28,66
2020-07-29,93
2020-07-30,90
2020-07-31,74
2020-08-01,92
2020-08-02,78
2020-08-03,88
2020-08-04,83
2020-08-05,100
2020-08-06,92
2020-08-07,89
2020-08-08,80
2020-08-09,72
2020-08-10,88
2020-08-11,84
2020-08-12,103
2020-08-13,103
2020-08-14,89
2020-08-15,83
2020-08-16,85
2020-08-17,83
2020-08-18,85
2020-08-19,96
2020-08-20,74
2020-08-21,102
2020-08-22,101
2020-08-23,77
2020-08-24,91
2020-08-25,88
2020-08-26,67
2020-08-27,73
2020-08-28,88
2020-08-29,91
2020-08-30,82
2020-08-31,101
2020-09-01,93
2020-09-02,103
2020-09-03,99
2020-09-04,104
2020-09-05,90
2020-09-06,69
2020-09-07,121
2020-09-08,84
2020-09-09,87
2020-09-10,81
2020-09-11,110
2020-09-12,105
2020-09-13,100
2020-09-14,93
2020-09-15,82
2020-09-16,73
2020-09-17,75
2020-09-18,92
2020-09-19,83
2020-09-20,88
2020-09-21,99
2020-09-22,85
2020-09-23,89
2020-09-24,93
2020-09-25,87
2020-09-26,91
2020-09-27,74
2020-09-28,80
2020-09-29,80
2020-09-30,100
2020-10-01,83
2020-10-02,88
2020-10-03,63
2020-10-04,66
2020-10-05,82
2020-10-06,76
2020-10-07,76
2020-10-08,87
2020-10-09,93
2020-10-10,76
2020-10-11,65
2020-10-12,75
2020-10-13,88
2020-10-14,104
2020-10-15,102
2020-10-16,95
2020-10-17,107
2020-10-18,79
2020-10-19,74
2020-10-20,94
2020-10-21,111
2020-10-22,93
2020-10-23,79
2020-10-24,83
2020-10-25,70
2020-10-26,107
2020-10-27,84
2020-10-28,96
2020-10-29,115
2020-10-30,103
2020-10-31,88
2020-11-01,76
2020-11-02,72
2020-11-03,94
2020-11-04,87
2020-11-05,86
2020-11-06,111
2020-11-07,70
2020-11-08,81
2020-11-09,90
2020-11-10,101
2020-11-11,98
2020-11-12,109
2020-11-13,105
2020-11-14,102
2020-11-15,83
2020-11-16,66
2020-11-17,90
2020-11-18,93
2020-11-19,85
2020-11-20,97
2020-11-21,72
2020-11-22,87
2020-11-23,101
2020-11-24,109
2020-11-25,78
2020-11-26,106
2020-11-27,88
2020-11-28,90
2020-11-29,77
2020-11-30,84
2020-12-01,96
2020-12-02,83
2020-12-03,100
2020-12-04,116
2020-12-05,82
2020-12-06,96
2020-12-07,104
2020-12-08,116
2020-12-09,78
2020-12-10,89
2020-12-11,94
2020-12-12,96
2020-12-13,58
2020-12-14,91
2020-12-15,84
2020-12-16,108
2020-12-17,87
2020-12-18,85
2020-12-19,131
2020-12-20,86
2020-12-21,111
2020-12-22,91
2020-12-23,86
2020-12-24,84
2020-12-25,82
2020-12-26,56
2020-12-27,81
2020-12-28,84
2020-12-29,79
2020-12-30,86
2020-12-31,71
2021-01-01,66
2021-01-02,67
2021-01-03,81
2021-01-04,90
2021-01-05,94
2021-01-06,82
2021-01-07,85
2021-01-08,83
2021-01-09,69
2021-01-10,95
2021-01-11,86
2021-01-12,114
2021-01-13,83
2021-01-14,102
2021-01-15,108
2021-01-16,99
2021-01-17,85
2021-01-18,76
2021-01-19,101
2021-01-20,101
2021-01-21,96
2021-01-22,90
2021-01-23,78
2021-01-24,70
2021-01-25,72
2021-01-26,99
2021-01-27,92
2021-01-28,87
2021-01-29,83
2021-01-30,87
2021-01-31,71
2021-02-01,65
2021-02-02,77
2021-02-03,74
2021-02-04,86
2021-02-05,70
2021-02-06,88
2021-02-07,59
2021-02-08,84
2021-02-09,81
2021-02-10,81
2021-02-11,72
2021-02-12,76
2021-02-13,91
2021-02-14,77
2021-02-15,78
2021-02-16,86
2021-02-17,70
2021-02-18,72
2021-02-19,101
2021-02-20,71
2021-02-21,75
2021-02-22,64
2021-02-23,78
2021-02-24,84
2021-02-25,73
2021-02-26,82
2021-02-27,100
2021-02-28,99
2021-03-01,91
2021-03-02,61
2021-03-03,100
2021-03-04,86
2021-03-05,79
2021-03-06,94
2021-03-07,70
2021-03-08,81
2021-03-09,75
2021-03-10,67
2021-03-11,81
2021-03-12,99
2021-03-13,81
2021-03-14,78
2021-03-15,73
2021-03-16,65
2021-03-17,87
2021-03-18,103
2021-03-19,98
2021-03-20,87
2021-03-21,77
2021-03-22,84
2021-03-23,47
2021-03-24,72
2021-03-25,59
2021-03-26,66
2021-03-27,105
2021-03-28,75
2021-03-29,67
2021-03-30,131
2021-03-31,71
2021-04-01,63
2021-04-02,80
2021-04-03,108
2021-04-04,104
2021-04-05,100
2021-04-06,105
2021-04-07,117
2021-04-08,142
2021-04-09,154
2021-04-10,150
2021-04-11,118
2021-04-12,136
2021-04-13,133
2021-04-14,116
2021-04-15,116
2021-04-16,136
2021-04-17,176
2021-04-18,146
2021-04-19,138
2021-04-20,152
2021-04-21,106
2021-04-22,132
2021-04-23,131
2021-04-24,148
2021-04-25,145
2021-04-26,105
2021-04-27,101
2021-04-28,103
2021-04-29,160
2021-04-30,131
2021-05-01,157
2021-05-02,175
2021-05-03,104
2021-05-04,113
2021-05-05,109
2021-05-06,115
2021-05-07,120
2021-05-08,132
2021-05-09,142
2021-05-10,113
2021-05-11,127
2021-05-12,104
2021-05-13,113
2021-05-14,155
2021-05-15,126
2021-05-16,140
2021-05-17,98
2021-05-18,109
2021-05-19,108
2021-05-20,123
2021-05-21,145
2021-05-22,145
2021-05-23,125
2021-05-24,105
2021-05-25,99
2021-05-26,126
2021-05-27,119
2021-05-28,142
2021-05-29,167
2021-05-30,146
2021-05-31,127
2021-06-01,138
2021-06-02,126
2021-06-03,120
2021-06-04,128
2021-06-05,157
2021-06-06,155
2021-06-07,103
2021-06-08,108
2021-06-09,111
2021-06-10,115
2021-06-11,138
2021-06-12,130
2021-06-13,101
2021-06-14,132
2021-06-15,124
2021-06-16,102
2021-06-17,99
2021-06-18,98
2021-06-19,122
2021-06-20,117
2021-06-21,109
2021-06-22,91
2021-06-23,123
2021-06-24,100
2021-06-25,110
2021-06-26,143
2021-06-27,169
2021-06-28,110
2021-06-29,92
2021-06-30,111
2021-07-01,118
2021-07-02,104
2021-07-03,151
2021-07-04,115
2021-07-05,122
2021-07-06,107
2021-07-07,104
2021-07-08,102
2021-07-09,151
2021-07-10,142
2021-07-11,150
2021-07-12,112
2021-07-13,103
2021-07-14,119
2021-07-15,114
2021-07-16,140
2021-07-17,138
2021-07-18,148
2021-07-19,99
2021-07-20,105
2021-07-21,89
2021-07-22,112
2021-07-23,111
2021-07-24,124
2021-07-25,145
2021-07-26,104
2021-07-27,111
2021-07-28,101
2021-07-29,113
2021-07-30,137
2021-07-31,154
2021-08-01,174
2021-08-02,117
2021-08-03,92
2021-08-04,129
2021-08-05,117
2021-08-06,116
2021-08-07,121
2021-08-08,134
2021-08-09,99
2021-08-10,102
2021-08-11,104
2021-08-12,124
2021-08-13,139
2021-08-14,125
2021-08-15,120
2021-08-16,110
2021-08-17,116
2021-08-18,129
2021-08-19,123
2021-08-20,110
2021-08-21,140
2021-08-22,167
2021-08-23,105
2021-08-24,133
2021-08-25,92
2021-08-26,122
2021-08-27,129
2021-08-28,159
2021-08-29,109
2021-08-30,147
2021-08-31,112
2021-09-01,111
2021-09-02,119
2021-09-03,140
2021-09-04,136
2021-09-05,149
2021-09-06,91
2021-09-07,98
2021-09-08,131
2021-09-09,107
2021-09-10,122
2021-09-11,156
2021-09-12,153
2021-09-13,114
2021-09-14,122
2021-09-15,191
2021-09-16,237
2021-09-17,133
2021-09-18,131
2021-09-19,127
2021-09-20,120
2021-09-21,109
2021-09-22,104
2021-09-23,99
2021-09-24,123
2021-09-25,157
2021-09-26,113
2021-09-27,82
2021-09-28,85
2021-09-29,110
2021-09-30,110
2021-10-01,106
2021-10-02,137
2021-10-03,131
2021-10-04,85
2021-10-05,87
2021-10-06,41
2021-10-07,112
2021-10-08,111
2021-10-09,11
2021-10-10,1
2021-10-14,1
2021-10-16,1
2021-10-21,1
2021-11-09,1
2021-11-10,106
2021-11-11,123
2021-11-12,135
2021-11-13,136
2021-11-14,139
2021-11-15,108
2021-11-16,115
2021-11-17,98
2021-11-18,99
2021-11-19,111
2021-11-20,146
2021-11-21,128
2021-11-22,106
2021-11-23,120
2021-11-24,124
2021-11-25,93
2021-11-26,109
2021-11-27,136
2021-11-28,125
2021-11-29,99
2021-11-30,126
2021-12-01,126
2021-12-02,128
2021-12-03,116
2021-12-04,148
2021-12-05,120
2021-12-06,134
2021-12-07,117
2021-12-08,113
2021-12-09,110
2021-12-10,138
2021-12-11,171
2021-12-12,142
2021-12-13,135
2021-12-14,131
2021-12-15,123
2021-12-16,142
2021-12-17,129
2021-12-18,139
2021-12-19,147
2021-12-20,134
2021-12-21,104
2021-12-22,129
2021-12-23,132
2021-12-24,108
2021-12-25,132
2021-12-26,103
2021-12-27,127
2021-12-28,111
2021-12-29,122
2021-12-30,121
2021-12-31,119
2022-01-01,142
2022-01-02,98
2022-01-03,99
2022-01-04,92
2022-01-05,94
2022-01-06,82
2022-01-07,95
2022-01-08,131
2022-01-09,133
2022-01-10,112
2022-01-11,91
2022-01-12,105
2022-01-13,87
2022-01-14,101
2022-01-15,104
2022-01-16,92
2022-01-17,103
2022-01-18,90
2022-01-19,83
2022-01-20,88
2022-01-21,102
2022-01-22,139
2022-01-23,112
2022-01-24,76
2022-01-25,101
2022-01-26,111
2022-01-27,100
2022-01-28,103
2022-01-29,99
2022-01-30,101
2022-01-31,123
2022-02-01,102
2022-02-02,90
2022-02-03,97
2022-02-04,97
2022-02-05,101
2022-02-06,112
2022-02-07,87
2022-02-08,88
2022-02-09,87
2022-02-10,82
2022-02-11,86
2022-02-12,114
2022-02-13,108
2022-02-14,94
2022-02-15,110
2022-02-16,78
2022-02-17,103
2022-02-18,117
2022-02-19,129
2022-02-20,131
2022-02-21,125
2022-02-22,94
2022-02-23,119
2022-02-24,99
2022-02-25,93
2022-02-26,136
2022-02-27,143
2022-02-28,109
2022-03-01,65
2022-03-02,96
2022-03-03,91
2022-03-04,106
2022-03-05,129
2022-03-06,136
2022-03-07,94
2022-03-08,111
2022-03-09,122
2022-03-10,120
2022-03-11,95
2022-03-12,147
2022-03-13,131
2022-03-14,125
2022-03-15,97
2022-03-16,87
2022-03-17,113
2022-03-18,91
2022-03-19,137
2022-03-20,134
2022-03-21,97
2022-03-22,94
2022-03-23,126
2022-03-24,100
2022-03-25,104
2022-03-26,132
2022-03-27,132
2022-03-28,85
2022-03-29,80
2022-03-30,85
2022-03-31,128
2022-04-01,119
2022-04-02,158
2022-04-03,168
2022-04-04,101
2022-04-05,89
2022-04-06,118
2022-04-07,112
2022-04-08,118
2022-04-09,135
2022-04-10,133
2022-04-11,112
2022-04-12,93
2022-04-13,129
2022-04-14,112
2022-04-15,137
2022-04-16,176
2022-04-17,121
2022-04-18,97
2022-04-19,81
2022-04-20,97
2022-04-21,106
2022-04-22,123
2022-04-23,163
2022-04-24,112
2022-04-25,120
2022-04-26,98
2022-04-27,85
2022-04-28,118
2022-04-29,104
2022-04-30,121
